name,cellulose
"Candidatus Phaeomarinobacter ectocarpi Ec32",2
"Candidatus Peribacter riflensis RIFOXYB2_FULL_PER-ii_58_17",2
"Candidatus Phycorickettsia trachydisci",2
"Candidatus Peribacter riflensis RIFOXYD2_FULL_PER-ii_51_23",2
"Candidatus Peribacter riflensis RIFOXYC2_FULL_PER-ii_58_32",2
"Candidatus Phytoplasma mali",2
"Candidatus Planktophila limnetica",2
"Candidatus Planktophila sulfonica",2
"Candidatus Protochlamydia naegleriophila KNic",2
"Candidatus Protochlamydia amoebophila UWE25",2
"Candidatus Puniceispirillum marinum IMCC1322",2
"Candidatus Reidiella endopervernicosa isolate Santa_Monica_outfall",2
"Candidatus Riesia pediculicola BR-HL",2
"Candidatus Pseudomonas adelgestsugas",2
"Candidatus Planktophila vernalis",2
"Candidatus Rhodoluna planktonica MWH-Dar1",2
"Candidatus Rickettsiella viridis Ap-RA04",2
"Candidatus Riesia pediculicola HHBH",2
"Candidatus Riesia pediculicola USDA",2
"Candidatus Riesia pediculischaeffi PTSK",2
"Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)",2
"Candidatus Riesia pthiripubis HPNA",2
"Candidatus Ruthia endofausta isolate JDF_Ridge",2
"Candidatus Riesia pediculicola HHAC",2
"Candidatus Riesia sp. GBBU",2
"Candidatus Saccharibacteria bacterium GW2011_GWC2_44_17",2
"Candidatus Saccharibacteria bacterium oral taxon 488 AC001",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM002",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM003",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM006",2
"Candidatus Saccharibacteria bacterium oral taxon 488 AC002",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM001",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM009",2
"Candidatus Saccharibacteria bacterium JR1",2
"Candidatus Saccharibacteria bacterium oral taxon 957 BB001",2
"Candidatus Saccharibacteria bacterium oral taxon 488 FS03P",2
"Candidatus Saccharibacteria bacterium RAAC3_TM7_1",2
"Candidatus Saccharibacteria oral taxon TM7x",2
"Candidatus Saccharibacteria bacterium oral taxon 488 CM010",2
"Candidatus Saccharibacteria bacterium oral taxon 488 HB001",2
"Candidatus Saccharimonas aalborgensis",2
"Candidatus Sneabacter namystus",2
"Candidatus Sodalis pierantonius str. SOPE",2
"Candidatus Sulfurimonas baltica GD2",2
"Candidatus Sulfurimonas marisnigri SoZ1",2
"Candidatus Sumerlaea chitinivorans",2
"Candidatus Symbiobacter mobilis CR",2
"Candidatus Sulfuricurvum sp. RIFRC-1",2
"Candidatus Tenderia electrophaga NRL1",2
"Candidatus Thiodictyon syntrophicum Cad16T",2
"Candidatus Syntrophocurvum alkaliphilum",2
"Candidatus Thioglobus autotrophicus EF1",2
"Candidatus Thioglobus singularis",2
"Candidatus Tachikawaea gelatinosa",2
"Candidatus Thioglobus singularis NP1",2
"Candidatus Tokpelaia hoelldoblerii",2
"Candidatus Uzinura diaspidicola str. ASNER",2
"Candidatus Vampirococcus archaeovorus LiM",2
"Candidatus Wolfebacteria bacterium GW2011_GWB1_47_1",2
"Candidatus Wolbachia massiliensis",2
"Candidatus Thioglobus singularis PS1",2
"Candidatus Solibacter usitatus Ellin6076",2
"Candidatus Xiphinematobacter sp. Idaho Grape",2
"Candidatus Xiphinematobacter sp. isolate P18",2
"Candidatus Xiphinematobacter sp. isolate P15",2
"Candidatus Xiphinematobacter sp. isolate P21",2
"Candidatus Saccharibacteria bacterium oral taxon 955 PM004",2
"Candidatus Xiphinematobacter sp. isolate P22",2
"Capnocytophaga canimorsus 7120",2
"Capnocytophaga canimorsus Cc5",2
"Capnocytophaga canimorsus H5594",2
"Capnocytophaga canimorsus H3936",2
"Capnocytophaga canimorsus NCTC11921",2
"Capnocytophaga canimorsus RBWH",2
"Capnocytophaga canimorsus Rmd13-Crie",2
"Candidatus Vesicomyosocius okutanii HA",2
"Candidatus Woesebacteria bacterium GW2011_GWF1_31_35",2
"Capnocytophaga gingivalis H1496",2
"Capnocytophaga haemolytica CCUG 32990",2
"Capnocytophaga cynodegmi G7591",2
"Capnocytophaga haemolytica NCTC12947",2
"Candidatus Xiphinematobacter sp. isolate P3-11",2
"Candidatus Xiphinematobacter sp. isolate P23",2
"Capnocytophaga leadbetteri H6253",2
"Capnocytophaga sp. H2931",2
"Capnocytophaga sp. oral taxon 323 str. F0383",2
"Capnocytophaga sp. H4358",2
"Capnocytophaga ochracea DSM 7271",2
"Capnocytophaga sp. oral taxon 878 F0545",2
"Capnocytophaga sp. oral taxon 864 F0512",2
"Capnocytophaga sputigena D1179",2
"Capnocytophaga sp. oral taxon 902 W10638",2
"Capnocytophaga sputigena H4486",2
"Capnocytophaga sputigena KC1668",2
"Caproiciproducens galactitolivorans BS-1",2
"Capnocytophaga sputigena NCTC11097",2
"Capnocytophaga stomatis H2177",2
"Capnocytophaga sp. FDAARGOS_737",2
"Capnocytophaga sp. ChDC OS43",2
"Caproiciproducens sp. 7D4C2",2
"Carboxydothermus hydrogenoformans Z-2901",2
"Cardinium endosymbiont cEper1 of Encarsia pergandiella",2
"Cardinium endosymbiont of Sogatella furcifera cSfur",2
"Carboxydocella thermautotrophica 41",2
"Carnobacterium maltaromaticum LMA28",2
"Caproiciproducens sp. NJN-50",2
"Carboxydocella thermautotrophica 019",2
"Carnobacterium sp. 17-4",2
"Carnobacterium sp. CS13",2
"Carnobacterium sp. CP1",2
"Carnobacterium sp. PL17GRE32",2
"Carnobacterium sp. PL17RED31",2
"Carnobacterium sp. PL12RED10",2
"Carnobacterium sp. PL26RED25",2
"Cardiobacterium hominis NCTC10426",2
"Carnobacteriaceae bacterium zg84",2
"Carnobacterium sp. PL24RED07",2
"Castellaniella defragrans 65Phen",2
"Carnobacteriaceae bacterium zg-C25",2
"Catellatospora sp. IY07-71",2
"Caulifigura coniformis Pan44",2
"Caulobacter henricii CB4",2
"Carnobacterium inhibens subsp. gilichinskyi WN1359",2
"Catenovulum sp. CCB-QB4",2
"Caulobacter segnis TK0059",2
"Caulobacter flavus RHGG3",2
"Caulobacter vibrioides CB1",2
"Caulobacter vibrioides CB13b1a",2
"Caulobacter sp. FWC26",2
"Caulobacter sp. K31",2
"Caulobacter vibrioides CB2A",2
"Caulobacter vibrioides CB15",2
"Caulobacter vibrioides CB2",2
"Caulobacter vibrioides NA1000",2
"Cedecea lapagei NCTC11466",2
"Caulobacteraceae bacterium OTSz_A_272",2
"Cedecea neteri FDAARGOS_392",2
"Cedecea neteri M006",2
"Cedecea neteri ND02",2
"Cedecea neteri ND14a",2
"Caulobacter mirabilis FWC 38",2
"Cedecea neteri SSMD04",2
"Cedecea neteri ND14b",2
"Cedecea sp. FDAARGOS_727",2
"Celeribacter baekdonensis LH4",2
"Celeribacter manganoxidans DY25",2
"Celeribacter ethanolicus TSPH2",2
"Celeribacter indicus P73",2
"Cellulomonas fimi ATCC 484",2
"Cellulomonas gilvus ATCC 13127",1
"Cellulomonas flavigena DSM 20109",1
"Cellulomonas fimi NCTC7547",2
"Celeribacter marinus IMCC 12053",2
"Cellulomonas shaoxiangyii Z28",2
"Cellulomonas sp. PSBB021",2
"Cellulomonas sp. JZ18",2
"Cellulophaga algicola DSM 14237",0
"Cellulophaga baltica 18",0
"Caulobacter segnis ATCC 21756",2
"Cellulomonas sp. H30R-01",2
"Cellulophaga lytica HI1",2
"Cellulophaga lytica DSM 7489",0
"Cellulophaga lytica DAU203",2
"Cellulophaga baltica NN016038",0
"Cellulosilyticum lentocellum DSM 5427",2
"Cellulosilyticum sp. WCF-2",2
"Cellulosimicrobium cellulans PSBB019",2
"Cellulosimicrobium cellulans NEB113",2
"Cellvibrio japonicus ADPT2-NIGEROSE",2
"Cellulosimicrobium sp. TH-20",2
"Cellvibrio sp. KY-YJ-3",2
"Cellvibrio japonicus ADPT3-ISOMALTOSE",2
"Cellvibrio sp. PSBB006",2
"Cellvibrio japonicus Ueda107",2
"Cellvibrio sp. KY-GH-1",2
"Catenulispora acidiphila DSM 44928",1
"Cellulosimicrobium sp. BI34T",2
"Cellvibrio sp. PSBB023",2
"Cellvibrio japonicus ADPT1-KOJIBIOSE",2
"Cetia pacifica TB6",2
"Chelativorans sp. BNC1",2
"Chelatococcus daeguensis TAD1",2
"Chamaesiphon minutus PCC 6605",2
"Chania multitudinisentens RB-25",2
"Chelatococcus sp. CO-6",2
"Chitinibacter fontanus STM-7",2
"Chitinimonas arctica R3-44",2
"Chitinophaga caeni",2
"Chitinimonas koreensis R2A43-10",2
"Chitinophaga alhagiae T22",2
"Chitinibacter sp. 2T18",2
"Chitinophaga agri H33E-04",2
"Chitinophaga sp. XS-30",2
"Chitinophaga sp. 1303",2
"Chitinophaga pinensis DSM 2588",0
"Chitinophaga sp. 1310",2
"Chitinophaga sp. MD30",2
"Chlamydia abortus 1H",2
"Chlamydia abortus 84/2334",2
"Chlamydia abortus GN6",2
"Chlamydia abortus MRI-10/19",2
"Chlamydia abortus S26/3",2
"Chlamydia abortus AB7",2
"Chlamydia abortus LLG",2
"Chlamydia caviae GPIC",2
"Chlamydia avium 10DC88",2
"Chlamydia felis Fe/C-56",2
"Chlamydia gallinacea 08-1274/3",2
"Chlamydia gallinacea JX-1",2
"Chlamydia muridarum Nigg3-28",2
"Chlamydia muridarum Nigg3",2
"Chlamydia muridarum str. Nigg 2 MCR",2
"Chlamydia muridarum str. Nigg",2
"Chlamydia muridarum str. Nigg3 CMUT3-5",2
"Chlamydia pecorum PV3056/3",2
"Chlamydia pecorum E58",2
"Chlamydia pecorum P787",2
"Chlamydia pneumoniae J138",2
"Chlamydia pneumoniae AR39",2
"Chlamydia pneumoniae CWL029",2
"Chlamydia abortus GIMC 2006:CabB577",2
"Chlamydia pneumoniae LPCoLN",2
"Chlamydia pneumoniae TW-183",2
"Chlamydia psittaci 01DC12",2
"Chlamydia psittaci 02DC15",2
"Chlamydia psittaci 08DC60",2
"Chlamydia psittaci 6BC",2
"Chlamydia psittaci AMK",2
"Chlamydia psittaci 84/55",2
"Chlamydia psittaci 01DC11",2
"Chlamydia muridarum str. Nigg CM972",2
"Chlamydia pecorum W73",2
"Chlamydia psittaci GIMC 2004:CpsAP23",2
"Chlamydia psittaci C19/98",2
"Chlamydia psittaci Ful127",2
"Chlamydia psittaci Horse_pl",2
"Chlamydia psittaci M56",2
"Chlamydia psittaci GR9",2
"Chlamydia psittaci NJ1",2
"Chlamydia psittaci Rostinovo-70",2
"Chlamydia psittaci RD1",2
"Chlamydia psittaci MN",2
"Chlamydia psittaci Mat116",2
"Chlamydia psittaci WS/RT/E30",2
"Chlamydia psittaci VS225",2
"Chlamydia sp. 2742-308",2
"Chlamydia psittaci WC",2
"Chlamydia sp. H15-1957-10C",2
"Chlamydia psittaci GIMC 2003:Cps25SM",2
"Chlamydia psittaci GIMC 2005:CpsCP1",2
"Chlamydia suis R19",2
"Chlamydia trachomatis 434/Bu",2
"Chlamydia psittaci CP3",2
"Chlamydia trachomatis 434Bu",2
"Chlamydia trachomatis A2497",2
"Chlamydia trachomatis A/7249",2
"Chlamydia trachomatis A/5291",2
"Chlamydia trachomatis A/HAR-13",2
"Chlamydia trachomatis CH1_mutant_L2/434/Bu(i)",2
"Chlamydia trachomatis C/TW-3",2
"Chlamydia trachomatis D/13-96",2
"Chlamydia trachomatis CH2_mutant_L2/434/Bu(i)",2
"Chlamydia trachomatis CH5_mutant_L2/434/Bu(i)",2
"Chlamydia trachomatis CH3_mutant_L2/434/Bu(i)",2
"Chlamydia trachomatis D-LC",2
"Chlamydia trachomatis D-EC",2
"Chlamydia trachomatis D/SotonD1",2
"Chlamydia trachomatis D/CS637/11",2
"Chlamydia trachomatis E-547",2
"Chlamydia trachomatis D/14-96",2
"Chlamydia trachomatis E-8873",2
"Chlamydia trachomatis A/363",2
"Chlamydia trachomatis E-32931",2
"Chlamydia trachomatis E-DK-20",2
"Chlamydia trachomatis E/12-94",2
"Chlamydia trachomatis E/11023",2
"Chlamydia trachomatis E/CS1025/11",2
"Chlamydia trachomatis E-103",2
"Chlamydia trachomatis D/UW-3/CX",2
"Chlamydia trachomatis F-6068",2
"Chlamydia trachomatis E/SW3",2
"Chlamydia trachomatis E/SotonE8",2
"Chlamydia trachomatis F/CS847/08",2
"Chlamydia trachomatis F/11-96",2
"Chlamydia trachomatis F/2-93",2
"Chlamydia trachomatis F/6-94",2
"Chlamydia trachomatis G/11222",2
"Chlamydia trachomatis F/SW4",2
"Chlamydia trachomatis F/SW5",2
"Chlamydia trachomatis G/11074",2
"Chlamydia trachomatis E-160",2
"Chlamydia trachomatis G/9301",2
"Chlamydia trachomatis Ia/CS190/96",2
"Chlamydia trachomatis IU824",2
"Chlamydia trachomatis G/9768",2
"Chlamydia trachomatis Ia20-97",2
"Chlamydia trachomatis IU888",2
"Chlamydia trachomatis E/150",2
"Chlamydia trachomatis J/27-97",2
"Chlamydia trachomatis J/31-98",2
"Chlamydia trachomatis J/6276tet1",2
"Chlamydia trachomatis F/1-93",2
"Chlamydia trachomatis K/SotonK1",2
"Chlamydia trachomatis L2/434/Bu(f)",2
"Chlamydia trachomatis L2b/8200/07",2
"Chlamydia trachomatis L2/434/Bu(i)",2
"Chlamydia trachomatis L2b/Ams2",2
"Chlamydia trachomatis L2b/Ams3",2
"Chlamydia trachomatis L2b/Ams4",2
"Chlamydia trachomatis L2b/CS19/08",2
"Chlamydia trachomatis L2c",2
"Chlamydia trachomatis RC-F(s)/852",2
"Chlamydia trachomatis L2b/CS784/08",2
"Chlamydia trachomatis L2b/Canada1",2
"Chlamydia trachomatis L2b/UCH-1/proctitis",2
"Chlamydia trachomatis RC-J/943",2
"Chlamydia trachomatis RC-J(s)/122",2
"Chlamydia trachomatis QH111L",2
"Chlamydia trachomatis RC-F(s)/342",2
"Chlamydia trachomatis RC-J/971",2
"Chlamydia trachomatis RC-J/966",2
"Chlamydia trachomatis L2b/Ams5",2
"Chlamydia trachomatis RC-L2(s)/3",2
"Chlamydia trachomatis SB002739",2
"Chlamydia trachomatis RC-L2/55",2
"Chlamydia trachomatis SB006930",2
"Chlamydia trachomatis SB013112",2
"Chlamydia trachomatis SB008107",2
"Chlamydia trachomatis SQ01",2
"Chlamydia trachomatis SQ05",2
"Chlamydia trachomatis SQ06",2
"Chlamydia trachomatis SB013321",2
"Chlamydia trachomatis SQ10",2
"Chlamydia trachomatis SQ09",2
"Chlamydia trachomatis RC-J/953",2
"Chlamydia trachomatis RC-L2(s)/46",2
"Chlamydia trachomatis SQ12",2
"Chlamydia trachomatis SQ14",2
"Chlamydia trachomatis SQ15",2
"Chlamydia trachomatis SQ07",2
"Chlamydia trachomatis SQ25",2
"Chlamydia trachomatis SQ19",2
"Chlamydia trachomatis SQ24",2
"Chlamydia trachomatis SQ20",2
"Chlamydia trachomatis Sweden2",2
"Chlamydia trachomatis SQ32",2
"Chlamydia trachomatis SQ28",2
"Chloracidobacterium thermophilum",2
"Chlamydia trachomatis RC-F/69",2
"Chlorobaculum parvum NCIB 8327",2
"Chlorobaculum tepidum TLS",2
"Chloracidobacterium thermophilum B",2
"Chlamydia trachomatis SQ02",2
"Chlorobaculum limnaeum DSM 1677",2
"Chlorobium limicola DSM 245",2
"Chlorobium phaeovibrioides PhvTcv-s14",2
"Chlorobium phaeobacteroides DSM 266",2
"Chlorobium phaeobacteroides BS1",2
"Chlorobium phaeovibrioides DSM 265",2
"Chloroflexus aurantiacus Y-400-fl",2
"Chloroflexus aurantiacus J-10-fl",0
"Chlorobium chlorochromatii CaD3",2
"Chloroflexus aggregans DSM 9485",2
"Chloroherpeton thalassium ATCC 35110",2
"Christensenella minuta DSM 22607",2
"Chondrocystis sp. NIES-4102",2
"Chromatiaceae bacterium No.7",2
"Chromobacterium phragmitis IIBBL 112-1",2
"Chromobacterium paludis 257-1",2
"Chromobacterium haemolyticum CH06-BL",2
"Chromobacterium rhizoryzae Bb2",2
"Chondromyces crocatus Cm c5",2
"Chromobacterium vaccinii 21-1",2
"Chromobacterium sp. Rain0013",2
"Chromobacterium sp. ATCC 53434",2
"Chromobacterium rhizoryzae JP2-74",2
"Chromobacterium vaccinii XC0014",2
"Chromobacterium violaceum ATCC 12472",0
"Chromobacterium violaceum FDAARGOS_635",2
"Chloroflexi bacterium ZRK35",2
"Chromohalobacter salexigens DSM 3043",2
"Chromobacterium violaceum CV1197",2
"Chryseobacterium arthrosphaerae FDAARGOS_519",2
"Chroococcidiopsis thermalis PCC 7203",2
"Chromobacterium violaceum NCTC9695",2
"Chromobacterium violaceum CV1192",2
"Chryseobacterium carnipullorum G0188",2
"Chryseobacterium bernardetii H4638",2
"Chryseobacterium balustinum KC_1863",2
"Chryseobacterium carnipullorum F9942",2
"Chryseobacterium carnis G0081",2
"Chryseobacterium bernardetii G0229",2
"Chryseobacterium gleum 3012STDY6944375",2
"Chryseobacterium gleum NCTC11432",2
"Chryseobacterium cucumeris MW-6",2
"Chryseobacterium gallinarum FDAARGOS_636",2
"Chryseobacterium haifense G0079",2
"Chryseobacterium indologenes 3012STDY6981895",2
"Chryseobacterium indologenes 3125",2
"Chryseobacterium gallinarum DSM 27622",2
"Chryseobacterium indologenes FDAARGOS_337",2
"Chryseobacterium indologenes FDAARGOS_379",2
"Chryseobacterium indologenes FDAARGOS_510",2
"Chryseobacterium gleum FDAARGOS_1103",2
"Chryseobacterium indologenes FDAARGOS_537",2
"Chryseobacterium indologenes H5559",2
"Chryseobacterium indologenes StR 01",2
"Chryseobacterium glaciei IHBB 10212",2
"Chryseobacterium indologenes DSM 16777",2
"Chryseobacterium gleum 110146",2
"Chryseobacterium indologenes FDAARGOS_648",2
"Chryseobacterium indoltheticum ATCC 27950",2
"Chryseobacterium indoltheticum G0211",2
"Chryseobacterium indoltheticum POL15",2
"Chryseobacterium joostei DSM 16927",2
"Chryseobacterium lactis G0197",2
"Chryseobacterium lactis KC_1864",2
"Chryseobacterium nakagawai G0041",2
"Chryseobacterium piperi ATCC BAA-1782",2
"Chryseobacterium nakagawai NCTC13529",2
"Chryseobacterium shandongense G0207",2
"Chryseobacterium manosquense Marseille-Q2069",2
"Chryseobacterium shandongense G0239",2
"Chryseobacterium sp. 3008163",2
"Chryseobacterium sp. FDAARGOS 1104",2
"Chryseobacterium sp. G0186",2
"Chryseobacterium sp. 6424",2
"Chryseobacterium sp. cx-624",2
"Chryseobacterium sp. G0201",2
"Chryseobacterium sp. G0162",2
"Chryseobacterium sp. NBC 122",2
"Chryseobacterium sp. JV274 F3_Prior",2
"Chryseobacterium sp. NEB161",2
"Chryseobacterium sp. POL2",2
"Chryseobacterium sp. IHB B 17019",2
"Chryseobacterium shandongense H5143",2
"Chryseobacterium sp. SNU WT7",2
"Chryseobacterium taklimakanense H4753",2
"Chryseobacterium taklimakanense NCTC13490",2
"Chryseobacterium taklimakanense F9257",2
"Chryseoglobus sp. 28M-23",2
"Chryseobacterium sp. T16E-39",2
"Citricoccus sp. SGAir0253",2
"Chryseobacterium sp. SNU WT5",2
"Citricoccus sp. SGAir0453",2
"Citrobacter amalonaticus 133355-SW-C4-Cam",2
"Citrobacter amalonaticus CA71",2
"Chthonomonas calidirosea T49",0
"Citrobacter amalonaticus FDAARGOS_122",2
"Citrobacter amalonaticus Y19",2
"Chryseobacterium sp. StRB126",2
"Citrobacter braakii FDAARGOS_290",2
"Citrobacter farmeri AUSMDU00008141",2
"Citrobacter braakii MiY-A",2
"Citrobacter freundii 154",2
"Citrobacter braakii FDAARGOS_253",2
"Citrobacter freundii 18-1",2
"Citrobacter freundii 565",2
"Chryseolinea soli KIS68-18",2
"Citrobacter freundii 680",2
"Citrobacter freundii 62",2
"Citrobacter freundii AR_0021",2
"Citrobacter freundii 705SK3",2
"Citrobacter freundii AR_0022",2
"Citrobacter freundii AR_0023",2
"Citrobacter freundii ATCC 8090 = MTCC 1658 = NBRC 12681",2
"Citrobacter freundii AR_0116",2
"Citrobacter freundii CAV1321",2
"Citrobacter freundii C50",2
"Citrobacter amalonaticus FDAARGOS_165",2
"Citrobacter freundii CAV1741",2
"Citrobacter freundii CF48846",2
"Citrobacter freundii CAV1857",2
"Citrobacter freundii BD",2
"Citrobacter freundii B9-C2",2
"Citrobacter freundii CF49969",2
"Citrobacter freundii 111",2
"Citrobacter freundii CF50935",2
"Citrobacter freundii CFNIH1",2
"Citrobacter freundii CitB",2
"Citrobacter freundii complex sp. CFNIH9",2
"Citrobacter freundii Cfr-13",2
"Citrobacter freundii CRCB-101",2
"Citrobacter freundii complex sp. CFNIH4",2
"Citrobacter freundii E11",2
"Citrobacter freundii FDAARGOS_549",2
"Citrobacter freundii E33",2
"Citrobacter freundii B38",2
"Citrobacter freundii E51",2
"Citrobacter freundii FDAARGOS_550",2
"Citrobacter freundii HM38",2
"Citrobacter freundii FDAARGOS_61",2
"Citrobacter freundii FDAARGOS_73",2
"Citrobacter freundii CIFR51929",2
"Citrobacter freundii complex sp. CFNIH3",2
"Citrobacter freundii IDR1800045912-01-00",2
"Citrobacter freundii IDR1900015725-01-02",2
"Citrobacter freundii LDL3-3",2
"Citrobacter freundii M92",2
"Citrobacter freundii complex sp. CFNIH2",2
"Citrobacter freundii L75",2
"Citrobacter freundii MGH281",2
"Citrobacter freundii MGH279",2
"Citrobacter freundii MGH283",2
"Citrobacter freundii MGH281C",2
"Citrobacter freundii N16-03880",2
"Citrobacter freundii N18-04128",2
"Citrobacter freundii PSV",2
"Citrobacter freundii N18-04078",2
"Citrobacter freundii NCTC9750",2
"Citrobacter freundii N18-04085",2
"Citrobacter freundii P10159",2
"Citrobacter freundii R17",2
"Citrobacter freundii RHBSTW-00370",2
"Citrobacter freundii RHBSTW-00153",2
"Citrobacter freundii R47",2
"Citrobacter freundii UMH13",2
"Citrobacter freundii STW0522-01",2
"Citrobacter freundii UMH14",2
"Citrobacter freundii UMH15",2
"Citrobacter freundii UMH19",2
"Citrobacter freundii RHBSTW-00880",2
"Citrobacter freundii Upstream_1",2
"Citrobacter freundii SL151",2
"Citrobacter freundii ZY198",2
"Citrobacter koseri",2
"Citrobacter freundii SCAID PHRX1-2019",2
"Citrobacter freundii UMH16",2
"Citrobacter freundii STW0522-19",2
"Citrobacter koseri AR_0025",2
"Citrobacter koseri AR_0024",2
"Citrobacter koseri ATCC BAA-895",2
"Citrobacter koseri FDAARGOS_287",2
"Citrobacter koseri FDAARGOS_530",2
"Citrobacter freundii zone4",2
"Citrobacter koseri FDAARGOS_646",2
"Citrobacter koseri MPUCK001",2
"Citrobacter pasteurii UMH17",2
"Citrobacter koseri SCAID URN1-2019",2
"Citrobacter koseri NCTC11075",2
"Citrobacter portucalensis Effluent_1",2
"Citrobacter portucalensis FDAARGOS_617",2
"Citrobacter portucalensis FDAARGOS_738",2
"Citrobacter portucalensis STW0522-26",2
"Citrobacter portucalensis STW0522-27",2
"Citrobacter portucalensis IOMTU157",2
"Citrobacter portucalensis STN0717-72",2
"Citrobacter portucalensis STN0717-36",2
"Citrobacter portucalensis STN0717-27",2
"Citrobacter portucalensis WCHCP085039",2
"Citrobacter rodentium DBS100",2
"Citrobacter sp. 172116965",2
"Citrobacter rodentium ICC168",2
"Citrobacter sp. 92",2
"Citrobacter koseri FDAARGOS_393",2
"Citrobacter sp. CF971",2
"Citrobacter sp. BDA59-3",2
"Citrobacter sp. B72",2
"Citrobacter sp. 86",2
"Citrobacter sp. CFNIH10",2
"Citrobacter sp. ABFQG",2
"Citrobacter sp. CRE-46 AR_0156",2
"Citrobacter sp. LY-1",2
"Citrobacter sp. FDAARGOS_156",2
"Citrobacter sp. LUTT5",2
"Citrobacter sp. RHBSTW-00848",2
"Citrobacter sp. RHBSTW-00944",2
"Citrobacter sp. RHBSTW-00424",2
"Citrobacter sp. R56",2
"Citrobacter sp. TBCP-5362",2
"Citrobacter sp. SL156",2
"Citrobacter sp. S39",2
"Citrobacter portucalensis STW0522-30",2
"Citrobacter sp. TSA-1",2
"Citrobacter telavivum NMI7904_11",2
"Citrobacter tructae SNU WT2",2
"Citrobacter werkmanii FDAARGOS_616",2
"Citrobacter werkmanii UMH18",2
"Citrobacter youngae NCTC13709",2
"Citrobacter sp. Y3",2
"Citrobacter werkmanii FDAARGOS_364",2
"Citromicrobium sp. JL477",2
"Clavibacter michiganensis subsp. insidiosus ATCC 10253",2
"Clavibacter michiganensis subsp. capsici 1101",2
"Citrobacter youngae L6",2
"Clavibacter michiganensis subsp. capsici 1207",2
"Clavibacter michiganensis subsp. michiganensis UF1",2
"Clavibacter michiganensis subsp. michiganensis NCPPB 382",2
"Clavibacter michiganensis subsp. insidiosus R1-1",2
"Clavibacter michiganensis subsp. insidiosus R1-3",2
"Clavibacter michiganensis subsp. michiganensis VL527",2
"Clavibacter michiganensis subsp. nebraskensis 7580",2
"Clavibacter michiganensis subsp. nebraskensis 61-1",2
"Clavibacter michiganensis subsp. nebraskensis HF4",2
"Cloacibacillus porcorum CL-84",2
"Clavibacter michiganensis subsp. nebraskensis NCPPB 2581",2
"Cloacibacterium normanense NRS-1",2
"Clostridia bacterium 12CBH8",2
"Clavibacter sp. DM1",2
"Clavibacter michiganensis subsp. sepedonicus ATCC33113",2
"Clostridia bacterium zrk5",2
"Clavibacter michiganensis subsp. capsici PF008",2
"Clostridiaceae bacterium 14S0207",2
"Clostridiales bacterium",2
"Clostridiales bacterium AMB_PP1",2
"Clavibacter michiganensis subsp. michiganensis MSF322",2
"Clostridiales bacterium LB2",2
"Clostridiales bacterium FE2011",2
"Clostridiales bacterium FE2010",2
"Clostridiales bacterium XBB3002",2
"Clavibacter michiganensis subsp. capsici 1106",2
"Clostridioides difficile 020474",2
"Clostridioides difficile 020477",2
"Clostridioides difficile 020688",2
"Clostridioides difficile 020482",2
"Clostridioides difficile 020695",2
"Clostridioides difficile 020696",2
"Clostridioides difficile 08ACD0030",2
"Clostridioides difficile 020711",2
"Clostridioides difficile 020709",2
"Clostridioides difficile 08-00495",2
"Clostridiales bacterium MT110",2
"Clostridioides difficile 12-00011",2
"Clostridioides difficile 10-00071",2
"Clostridioides difficile 12-00008",2
"Clostridioides difficile 09-00072",2
"Clostridioides difficile 2016",2
"Clostridioides difficile 630",2
"Clostridioides difficile AK",2
"Clostridioides difficile ATCC 9689 = DSM 1296",2
"Clostridioides difficile 630Derm",2
"Clostridioides difficile 630 delta erm",2
"Clostridioides difficile BR81",2
"Clostridioides difficile CBA7204",2
"Clostridioides difficile CD161",2
"Clostridioides difficile CD1801",2
"Clostridioides difficile CD196",2
"Clostridioides difficile CD2315",2
"Clostridioides difficile CD-10-00484",2
"Clostridioides difficile 7009825",2
"Clostridioides difficile CD4401",2
"Clostridioides difficile 10-00078",2
"Clostridioides difficile 10-00253",2
"Clostridioides difficile CD9001",2
"Clostridioides difficile CD9301",2
"Clostridioides difficile CDT4",2
"Clostridioides difficile CFSAN096664",2
"Clostridioides difficile DSM 101085",2
"Clostridioides difficile DSM 105001",2
"Clostridioides difficile DH/NAP11/106/ST-42",2
"Clostridioides difficile DSM 102860",2
"Clostridioides difficile DSM 102859",2
"Clostridioides difficile DSM 27639",2
"Clostridioides difficile DSM 27638",2
"Clostridioides difficile DSM 102978",2
"Clostridioides difficile DSM 28666",2
"Clostridioides difficile DSM 27640",2
"Clostridioides difficile DSM 28668",2
"Clostridioides difficile DSM 28196",2
"Clostridioides difficile DSM 28670",2
"Clostridioides difficile DSM 29627",2
"Clostridioides difficile DSM 29020",2
"Clostridioides difficile DSM 29629",2
"Clostridioides difficile DSM 28669",2
"Clostridioides difficile CD9501",2
"Clostridioides difficile DSM 29632",2
"Clostridioides difficile CD9701",2
"Clostridioides difficile DSM 29637",2
"Clostridioides difficile DSM 29688",2
"Clostridioides difficile FDAARGOS_267",2
